customer_id,tenure_months,monthly_spend,support_tickets,contract_type,churn
7818,44,104.96,0,Monthly,1
7819,55,79.39,2,Monthly,1
7820,55,127.12,4,Monthly,0
7821,22,97.44,1,Monthly,0
7822,21,73.93,4,Monthly,0
7823,26,79.32,1,Monthly,0
7824,40,59.82,5,Annual,1
7825,21,87.19,2,Monthly,0
7826,25,73.92,3,Annual,0
7827,41,94.48,5,Monthly,0
7828,1,53.24,2,Annual,0
7829,6,73.41,1,Annual,0
7830,23,56.81,0,Monthly,1
7831,51,58.05,2,Monthly,0
7832,23,92.12,2,Monthly,0
7833,43,102.49,3,Monthly,0
7834,43,33.35,4,Annual,1
7835,23,117.24,5,Annual,0
7836,32,108.08,2,Annual,1
7837,30,53.07,2,Monthly,0
7838,13,96.54,2,Monthly,0
7839,43,70.8,3,Monthly,0
7840,18,78.04,1,Monthly,0
7841,23,92.04,0,Monthly,0
7842,15,89.6,3,Monthly,0
7843,33,68.54,1,Annual,0
7844,21,68.46,0,Monthly,1
7845,57,69.64,2,Monthly,0
7846,39,102.86,1,Monthly,0
7847,23,42.76,2,Monthly,0
7848,27,76.76,3,Monthly,0
7849,45,111.45,2,Monthly,0
7850,44,94.07,1,Monthly,0
7851,18,101.02,2,Monthly,0
7852,24,77.04,0,Monthly,0
7853,51,56.73,2,Monthly,0
7854,47,81.11,3,Monthly,1
7855,40,66.22,1,Annual,0
7856,51,124.61,1,Monthly,1
7857,42,76.84,0,Monthly,0
7858,7,92.75,0,Monthly,1
7859,50,114.05,2,Monthly,0
7860,48,58.07,2,Monthly,1
7861,20,34.41,0,Monthly,0
7862,27,89.8,3,Annual,0
7863,6,93.57,0,Monthly,0
7864,27,71.72,2,Annual,0
7865,9,56.87,3,Annual,0
7866,53,86.2,4,Monthly,0
7867,45,79.53,2,Annual,0
7868,57,86.44,1,Annual,1
7869,31,57.34,1,Monthly,1
7870,21,86.5,4,Monthly,0
7871,26,96.39,1,Annual,0
7872,40,49.88,2,Annual,0
7873,48,109.21,1,Annual,0
7874,45,85.09,2,Annual,0
7875,13,97.02,0,Annual,0
7876,49,54.42,1,Annual,0
7877,23,93.65,2,Monthly,0
7878,20,47.11,2,Annual,0
7879,37,61.04,2,Annual,1
7880,54,85.27,1,Monthly,0
7881,53,74.48,1,Annual,0
7882,28,80.55,2,Monthly,0
7883,17,118.55,0,Monthly,0
7884,28,80.24,2,Monthly,0
7885,41,94.19,2,Monthly,0
7886,2,78.66,1,Monthly,0
7887,25,78.07,3,Monthly,0
7888,58,60.43,4,Monthly,0
7889,50,87.36,1,Annual,0
7890,41,130.71,3,Monthly,0
7891,6,81.76,0,Monthly,0
7892,11,74.66,0,Annual,0
7893,57,102.8,0,Annual,0
7894,38,100.46,5,Annual,0
7895,6,88.78,0,Monthly,0
7896,45,73.83,1,Annual,0
7897,11,102.89,4,Monthly,1
7898,14,82.42,4,Annual,0
7899,2,98.28,2,Monthly,0
7900,40,63.61,2,Annual,0
7901,3,68.27,5,Monthly,1
7902,55,81.94,0,Annual,0
7903,53,55.3,2,Monthly,0
7904,35,72.6,5,Monthly,0
7905,33,54.41,0,Annual,1
7906,24,49.1,1,Annual,1
7907,19,128.72,1,Monthly,0
7908,18,67.82,1,Monthly,0
7909,49,69.58,3,Monthly,0
7910,52,81.6,0,Monthly,0
7911,24,58.77,2,Monthly,0
7912,45,69.97,3,Annual,0
7913,35,116.69,4,Monthly,0
7914,1,87.16,4,Annual,1
7915,36,99.72,1,Monthly,1
7916,25,111.47,1,Monthly,0
7917,45,84.21,2,Annual,1
7918,49,75.58,2,Monthly,0
7919,43,51.32,2,Monthly,0
7920,34,72.34,4,Monthly,0
7921,25,76.75,4,Monthly,1
7922,16,63.85,2,Monthly,0
7923,34,110.9,2,Monthly,0
7924,29,102.05,1,Monthly,1
7925,19,99.71,4,Monthly,0
7926,23,77.68,4,Annual,0
7927,19,59.34,5,Monthly,0
7928,25,106.56,2,Annual,0
7929,16,86.71,4,Monthly,0
7930,54,95.46,4,Monthly,0
7931,51,92.38,1,Annual,1
7932,9,86.21,3,Monthly,0
7933,1,119.99,2,Monthly,0
7934,42,66.85,3,Monthly,0
7935,19,73.82,1,Monthly,0
7936,33,112.82,6,Annual,0
7937,34,81.64,2,Annual,0
7938,16,77.48,3,Annual,1
7939,44,74.94,1,Monthly,0
7940,40,93.59,2,Monthly,0
7941,55,75.41,1,Annual,0
7942,18,73.17,4,Monthly,0
7943,34,93.26,2,Monthly,0
7944,25,81.87,2,Annual,1
7945,45,59.81,1,Monthly,1
7946,6,80.64,1,Monthly,1
7947,21,107.89,1,Monthly,0
7948,58,95.31,1,Monthly,0
7949,6,110.36,3,Monthly,1
7950,32,65.37,3,Monthly,0
7951,41,101.4,4,Monthly,1
7952,48,67.03,3,Monthly,0
7953,43,55.35,3,Annual,0
7954,39,63.94,2,Annual,0
7955,31,82.63,1,Annual,1
7956,42,100.56,2,Annual,1
7957,10,86.21,5,Annual,1
7958,30,76.93,1,Monthly,0
7959,57,59.36,4,Monthly,0
7960,52,94.11,3,Monthly,0
7961,18,99.27,3,Annual,0
7962,24,85.97,2,Annual,0
7963,52,58.95,2,Annual,1
7964,9,96.17,3,Monthly,0
7965,31,104.54,1,Annual,1
7966,15,110.66,2,Annual,1
7967,4,71.25,3,Monthly,1
7968,40,88.73,1,Annual,0
7969,9,69.31,2,Monthly,0
7970,45,61.55,3,Monthly,1
7971,9,111.66,2,Annual,0
7972,26,91.29,3,Monthly,0
7973,4,105.85,2,Annual,1
7974,17,55.5,0,Monthly,0
7975,16,85.77,2,Monthly,1
7976,15,90.17,0,Monthly,0
7977,35,63.36,6,Annual,0
7978,57,109.76,2,Annual,0
7979,52,75.09,4,Monthly,0
7980,5,89.07,4,Annual,1
7981,55,68.99,1,Monthly,0
7982,5,56.11,2,Monthly,1
7983,20,98.26,0,Annual,1
7984,15,87.58,2,Annual,0
7985,18,84.75,5,Monthly,0
7986,47,74.44,0,Monthly,0
7987,2,87.04,5,Annual,1
7988,29,105.32,1,Monthly,1
7989,13,66.32,1,Annual,0
7990,4,91.21,1,Monthly,0
7991,42,84.05,1,Annual,0
7992,45,76.31,4,Monthly,0
7993,10,47.09,1,Monthly,0
7994,31,79.76,2,Monthly,0
7995,41,93.45,0,Monthly,0
7996,8,86.48,0,Monthly,0
7997,3,51.23,2,Monthly,1
7998,48,104.94,1,Monthly,0
7999,46,112.96,2,Monthly,1
8000,9,77.81,5,Monthly,1
8001,30,126.22,2,Monthly,0
8002,53,63.41,3,Monthly,0
8003,11,54.56,0,Annual,0
8004,35,59.7,2,Annual,0
8005,37,84.9,0,Monthly,0
8006,42,44.43,1,Monthly,0
8007,13,73.78,2,Monthly,0
8008,36,138.69,1,Annual,0
8009,56,49.92,2,Annual,0
8010,13,69.06,2,Monthly,0
8011,12,59.28,1,Monthly,0
8012,37,74.3,6,Monthly,1
8013,10,73.04,2,Monthly,0
8014,56,66.61,1,Monthly,0
8015,9,76.87,2,Monthly,1
8016,52,92.66,2,Monthly,1
8017,7,107.71,5,Monthly,1
8018,2,74.31,1,Annual,1
8019,54,80.12,3,Monthly,1
8020,56,89.27,2,Monthly,0
8021,23,55.28,2,Monthly,0
8022,39,76.95,3,Monthly,0
8023,40,69.89,3,Annual,1
8024,39,99.04,2,Monthly,0
8025,21,115.04,1,Monthly,0
8026,23,64.46,1,Monthly,1
8027,29,105.6,3,Annual,0
8028,14,50.83,1,Monthly,0
8029,26,84.01,0,Monthly,0
8030,51,85.2,0,Annual,0
8031,5,50.32,0,Annual,0
8032,55,63.43,2,Annual,0
8033,31,61.49,1,Monthly,0
8034,25,53.77,3,Monthly,0
8035,31,26.68,3,Annual,1
8036,50,75.86,2,Annual,0
8037,20,78.26,2,Monthly,0
8038,44,78.11,4,Monthly,0
8039,55,95.31,1,Annual,0
8040,17,41.24,3,Annual,0
8041,45,72.38,1,Monthly,1
8042,2,131.2,3,Monthly,0
8043,25,97.74,1,Annual,0
8044,13,97.85,2,Annual,0
8045,58,59.67,2,Monthly,0
8046,39,76.08,4,Monthly,0
8047,28,34.0,2,Monthly,0
8048,42,91.71,5,Monthly,1
8049,55,108.01,1,Monthly,0
8050,6,51.0,2,Annual,0
8051,3,56.82,3,Monthly,0
8052,58,79.36,2,Annual,0
8053,35,83.07,1,Monthly,0
8054,18,69.17,4,Monthly,0
8055,11,63.69,3,Monthly,0
8056,54,63.91,2,Monthly,0
8057,20,79.02,0,Annual,0
8058,5,91.72,1,Monthly,0
8059,19,79.01,3,Monthly,0
8060,22,77.1,1,Monthly,0
8061,59,44.81,2,Annual,1
8062,19,97.34,1,Annual,1
8063,47,78.97,1,Annual,0
8064,16,71.27,3,Monthly,0
8065,24,85.1,4,Monthly,1
8066,41,63.12,2,Monthly,0
8067,4,71.68,1,Annual,0
8068,15,82.15,0,Monthly,1
8069,25,66.43,2,Annual,0
8070,44,47.09,1,Monthly,0
8071,55,43.83,1,Annual,1
8072,35,88.91,3,Monthly,1
8073,55,79.38,3,Annual,1
8074,14,78.67,1,Monthly,1
8075,49,56.76,3,Monthly,0
8076,19,79.59,0,Monthly,1
8077,38,71.99,3,Monthly,1
8078,36,68.0,1,Annual,0
8079,7,78.5,5,Monthly,1
8080,30,85.93,2,Monthly,0
8081,19,115.0,3,Annual,0
8082,49,91.31,1,Annual,0
8083,25,97.15,0,Monthly,0
8084,16,102.09,3,Monthly,0
8085,47,64.72,3,Annual,0
8086,54,73.58,1,Annual,0
8087,40,61.9,4,Annual,0
8088,51,66.36,1,Annual,0
8089,8,71.44,3,Monthly,0
8090,18,65.89,3,Monthly,0
8091,28,84.48,1,Monthly,1
8092,16,88.66,4,Monthly,0
8093,52,53.88,3,Monthly,0
8094,19,73.76,1,Monthly,0
8095,42,73.98,0,Monthly,0
8096,17,50.55,0,Monthly,0
8097,45,64.68,3,Annual,1
8098,13,97.47,0,Monthly,0
8099,7,97.21,4,Annual,1
8100,27,47.42,4,Annual,0
8101,10,89.44,6,Monthly,1
8102,34,50.59,1,Monthly,0
8103,36,71.97,0,Monthly,0
8104,25,78.05,1,Monthly,1
8105,6,95.06,0,Monthly,0
8106,24,76.51,1,Annual,0
8107,18,59.72,1,Monthly,0
8108,23,56.32,4,Monthly,0
8109,6,83.36,3,Monthly,1
8110,29,67.32,1,Monthly,0
8111,25,71.83,1,Annual,0
8112,55,99.41,2,Annual,0
8113,17,88.7,2,Annual,0
8114,46,111.74,3,Annual,1
8115,24,59.64,0,Monthly,1
8116,11,65.82,1,Monthly,0
8117,26,83.67,1,Monthly,0
8118,51,116.38,0,Annual,0
8119,34,64.1,1,Monthly,0
8120,28,80.77,1,Monthly,0
8121,3,106.42,4,Annual,1
8122,11,81.0,1,Annual,0
8123,38,100.4,0,Annual,0
8124,14,119.15,1,Monthly,0
8125,51,85.9,4,Monthly,1
8126,26,89.17,0,Monthly,0
8127,48,94.86,0,Annual,0
8128,21,61.91,5,Annual,0
8129,54,50.37,2,Monthly,0
8130,56,83.17,4,Monthly,0
8131,39,67.5,1,Annual,0
8132,30,101.06,1,Annual,0
8133,59,86.29,3,Monthly,0
8134,8,100.72,1,Annual,0
8135,51,55.97,2,Monthly,0
8136,20,100.03,1,Monthly,0
8137,48,34.02,2,Annual,1
8138,32,57.61,0,Annual,0
8139,22,92.64,1,Monthly,0
8140,59,69.95,0,Monthly,0
8141,7,71.87,0,Annual,1
8142,9,82.14,2,Annual,0
8143,45,108.44,3,Annual,1
8144,1,41.56,1,Monthly,0
8145,29,104.97,4,Monthly,0
8146,8,106.15,0,Annual,0
8147,56,69.91,4,Annual,0
8148,54,66.1,1,Monthly,0
8149,4,77.64,1,Annual,0
8150,35,65.68,3,Annual,0
8151,59,86.9,2,Annual,0
8152,3,89.5,3,Monthly,0
8153,54,48.92,2,Monthly,1
8154,45,61.59,1,Monthly,0
8155,40,56.3,1,Monthly,0
8156,7,84.29,2,Annual,0
8157,27,97.45,2,Annual,0
8158,1,58.53,1,Monthly,0
8159,27,97.31,7,Annual,1
8160,16,61.5,2,Monthly,1
8161,38,94.37,5,Monthly,1
8162,7,74.33,5,Monthly,1
8163,44,71.17,1,Annual,0
8164,23,102.85,4,Monthly,0
8165,41,115.75,0,Monthly,0
8166,59,41.17,3,Monthly,0
8167,11,91.99,2,Annual,0
8168,42,83.55,4,Annual,0
8169,53,93.16,1,Monthly,0
8170,33,51.23,3,Monthly,0
8171,50,58.31,5,Annual,0
8172,36,66.57,0,Annual,0
8173,37,84.26,3,Annual,0
8174,41,65.35,4,Annual,0
8175,59,73.54,0,Monthly,0
8176,17,96.61,1,Annual,1
8177,35,120.98,5,Annual,0
8178,48,95.18,1,Annual,0
8179,5,97.19,0,Monthly,0
8180,48,76.36,1,Annual,0
8181,32,62.19,4,Annual,0
8182,3,73.48,0,Annual,0
8183,52,78.84,2,Monthly,0
8184,47,56.8,5,Monthly,0
8185,35,96.3,1,Monthly,0
8186,52,110.39,0,Annual,0
8187,14,82.45,4,Monthly,1
8188,48,101.68,2,Monthly,0
8189,31,104.17,3,Monthly,0
8190,31,59.31,2,Annual,1
8191,17,45.24,1,Monthly,0
8192,24,70.02,1,Annual,0
8193,52,81.92,1,Annual,0
8194,23,56.08,3,Annual,0
8195,18,108.44,3,Annual,1
8196,50,118.98,5,Annual,0
8197,54,83.58,2,Monthly,0
8198,14,60.36,2,Monthly,0
8199,50,89.73,4,Monthly,0
8200,15,60.3,1,Monthly,1
8201,15,102.86,1,Annual,0
8202,6,75.37,2,Monthly,0
8203,27,94.55,2,Monthly,0
8204,15,98.04,1,Monthly,0
8205,50,90.76,2,Annual,1
8206,36,115.71,2,Monthly,0
8207,55,83.57,3,Monthly,0
8208,8,69.94,1,Monthly,0
8209,15,37.96,3,Monthly,0
8210,3,34.32,2,Annual,0
8211,47,93.04,2,Monthly,1
8212,13,76.32,1,Monthly,0
8213,41,63.69,4,Monthly,0
8214,34,57.72,1,Annual,0
8215,24,94.82,3,Annual,0
8216,40,60.33,4,Monthly,0
8217,32,112.61,1,Monthly,1
8218,32,127.02,4,Annual,0
8219,30,62.0,3,Monthly,0
8220,52,93.4,2,Annual,1
8221,49,88.8,3,Monthly,0
8222,13,60.25,2,Monthly,0
8223,1,60.36,3,Monthly,0
8224,34,77.55,2,Annual,0
8225,15,57.23,1,Monthly,0
8226,44,101.83,1,Monthly,1
8227,14,75.08,5,Annual,0
8228,57,57.59,2,Annual,0
8229,29,78.22,3,Monthly,0
8230,34,89.33,2,Monthly,0
8231,18,65.51,2,Monthly,0
8232,54,40.14,0,Monthly,0
8233,7,82.53,1,Annual,1
8234,29,55.66,1,Annual,1
8235,55,64.13,2,Annual,1
8236,31,89.38,2,Annual,1
8237,25,68.24,3,Annual,0
8238,38,77.18,3,Monthly,0
8239,14,109.06,2,Monthly,0
8240,8,72.96,2,Annual,0
8241,27,120.43,3,Monthly,0
8242,54,94.8,1,Annual,1
8243,2,61.37,6,Annual,1
8244,17,70.47,2,Monthly,1
8245,37,54.75,2,Monthly,0
8246,14,92.75,1,Annual,0
8247,25,106.49,2,Monthly,0
8248,56,72.83,2,Monthly,0
8249,30,42.77,4,Monthly,1
8250,29,87.21,2,Monthly,1
8251,20,62.76,2,Monthly,0
8252,21,65.79,6,Monthly,1
8253,53,86.23,3,Annual,0
8254,22,104.64,3,Monthly,0
8255,35,94.79,2,Monthly,0
8256,37,88.59,2,Annual,0
8257,16,76.85,2,Monthly,0
8258,50,53.59,1,Monthly,0
8259,58,86.96,1,Annual,0
8260,49,94.35,2,Monthly,0
8261,43,68.1,1,Monthly,0
8262,17,72.67,2,Monthly,0
8263,16,102.2,3,Annual,0
8264,58,72.15,4,Annual,0
8265,55,74.59,3,Annual,0
8266,2,78.23,2,Annual,0
8267,4,93.31,0,Monthly,0
8268,21,85.87,0,Annual,0
8269,39,84.39,4,Annual,1
8270,34,110.36,3,Annual,0
8271,30,71.81,1,Annual,0
8272,6,60.99,0,Annual,1
8273,17,100.44,1,Annual,1
8274,39,84.62,4,Annual,1
8275,25,68.22,2,Monthly,1
8276,5,72.8,2,Annual,1
8277,5,54.52,1,Annual,0
8278,20,84.63,2,Monthly,0
8279,16,50.77,0,Monthly,0
8280,51,93.64,0,Monthly,0
8281,41,69.55,2,Annual,0
8282,37,52.12,0,Monthly,0
8283,40,101.94,2,Monthly,0
8284,9,125.13,6,Monthly,1
8285,5,88.75,1,Monthly,0
8286,42,74.29,2,Annual,1
8287,57,60.8,1,Monthly,0
8288,2,85.24,1,Annual,0
8289,9,92.73,4,Monthly,1
8290,43,80.14,2,Monthly,1
8291,36,97.91,2,Monthly,0
8292,22,110.28,3,Annual,0
8293,22,54.81,2,Monthly,1
8294,22,85.88,1,Annual,0
8295,34,41.93,6,Monthly,0
8296,55,63.72,3,Annual,0
8297,29,94.4,1,Annual,1
8298,38,79.06,2,Monthly,1
8299,59,47.78,2,Monthly,0
8300,46,101.0,0,Monthly,0
8301,33,69.14,2,Monthly,1
8302,18,97.02,5,Monthly,0
8303,7,90.25,2,Monthly,0
8304,1,63.34,1,Monthly,0
8305,33,97.38,0,Monthly,1
8306,1,86.37,3,Annual,0
8307,24,83.5,2,Annual,0
8308,4,70.64,2,Annual,0
8309,4,57.95,1,Annual,1
8310,18,71.63,2,Monthly,1
8311,27,71.19,3,Monthly,0
8312,43,97.03,1,Annual,1
8313,59,47.02,2,Monthly,0
8314,32,109.41,1,Monthly,0
8315,33,110.51,2,Monthly,0
8316,28,67.18,2,Monthly,0
8317,42,108.03,1,Monthly,0
8318,41,59.89,2,Monthly,0
8319,55,102.54,1,Annual,0
8320,36,63.61,1,Monthly,0
8321,6,100.67,0,Monthly,0
8322,16,51.25,1,Monthly,0
8323,34,101.66,0,Monthly,0
8324,23,105.77,1,Annual,0
8325,50,50.61,2,Annual,0
8326,42,115.15,2,Monthly,0
8327,24,100.37,2,Monthly,0
8328,56,40.04,0,Annual,0
8329,49,70.2,1,Monthly,0
8330,13,100.75,1,Monthly,0
8331,56,94.46,4,Monthly,0
8332,18,82.24,3,Monthly,0
8333,54,98.56,4,Monthly,0
8334,13,62.52,2,Monthly,0
8335,49,80.95,4,Annual,0
8336,37,63.09,2,Annual,1
8337,43,82.7,1,Monthly,0
8338,39,100.02,3,Annual,0
8339,42,95.63,1,Annual,0
8340,17,84.46,2,Monthly,0
8341,15,99.79,1,Monthly,0
8342,18,101.76,2,Monthly,1
8343,23,115.95,2,Monthly,1
8344,54,103.35,1,Monthly,0
8345,51,93.13,0,Monthly,1
8346,30,98.68,2,Annual,1
8347,58,84.87,3,Annual,1
8348,34,74.4,1,Annual,0
8349,58,97.35,4,Annual,0
8350,4,95.14,2,Annual,0
8351,3,85.84,2,Monthly,0
8352,7,76.11,2,Annual,0
8353,56,75.0,2,Annual,1
8354,18,71.83,3,Monthly,0
8355,42,105.11,0,Annual,0
8356,7,103.57,4,Monthly,1
8357,40,102.71,3,Monthly,0
8358,6,58.96,2,Annual,0
8359,22,72.81,4,Monthly,0
8360,58,74.85,2,Annual,0
8361,1,67.88,0,Annual,0
8362,4,117.25,2,Annual,1
8363,46,88.01,2,Monthly,1
8364,49,86.57,0,Annual,1
8365,52,70.68,3,Annual,0
8366,50,97.24,5,Monthly,0
8367,43,123.83,0,Annual,1
8368,29,81.62,2,Annual,0
8369,21,75.33,1,Monthly,0
8370,26,78.19,2,Monthly,0
8371,14,73.56,6,Monthly,0
8372,9,79.94,3,Monthly,1
8373,59,67.77,0,Monthly,0
8374,47,62.27,3,Monthly,0
8375,12,79.58,1,Monthly,0
8376,42,81.62,1,Annual,0
8377,51,74.54,0,Annual,1
8378,56,109.14,1,Annual,0
8379,51,88.31,1,Annual,1
8380,6,94.85,0,Annual,1
8381,20,95.38,0,Monthly,0
8382,24,82.09,1,Monthly,0
8383,27,84.37,1,Monthly,0
8384,38,62.8,1,Annual,0
8385,8,93.12,5,Annual,1
8386,1,73.33,2,Annual,0
8387,54,67.2,4,Monthly,0
8388,49,106.04,1,Monthly,1
8389,49,53.36,2,Annual,0
8390,24,114.38,1,Monthly,0
8391,47,112.8,2,Monthly,1
8392,7,75.56,2,Annual,0
8393,19,115.7,2,Monthly,0
8394,22,62.23,2,Monthly,0
8395,57,99.88,3,Monthly,0
8396,55,80.34,3,Annual,0
8397,35,43.87,1,Monthly,0
8398,30,67.38,2,Monthly,0
8399,29,76.51,3,Annual,0
8400,22,95.58,1,Monthly,0
8401,11,70.46,4,Annual,1
8402,20,74.54,4,Annual,0
8403,29,90.82,2,Monthly,0
8404,51,89.76,1,Monthly,1
8405,41,78.17,0,Monthly,0
8406,42,73.94,1,Monthly,0
8407,34,98.79,5,Monthly,1
8408,1,73.83,1,Monthly,0
8409,31,56.21,3,Monthly,0
8410,30,72.11,2,Monthly,0
8411,48,90.94,1,Monthly,0
8412,18,77.01,4,Annual,0
8413,55,69.94,2,Monthly,1
8414,58,54.9,2,Annual,1
8415,17,77.12,1,Annual,0
8416,38,84.56,4,Monthly,0
8417,14,59.85,5,Annual,0
8418,23,76.21,2,Monthly,0
8419,25,58.12,3,Annual,0
8420,15,77.42,1,Annual,1
8421,46,114.51,0,Annual,0
8422,56,83.43,1,Annual,0
8423,22,48.37,2,Monthly,0
8424,3,86.62,0,Monthly,0
8425,56,106.24,1,Annual,0
8426,55,52.32,2,Monthly,0
8427,19,59.09,3,Monthly,0
8428,57,85.17,3,Annual,0
8429,44,78.26,2,Monthly,0
8430,34,104.22,1,Monthly,0
8431,35,76.39,1,Annual,0
8432,50,96.51,3,Annual,0
8433,1,110.56,0,Monthly,0
8434,52,62.65,1,Monthly,0
8435,21,94.95,0,Annual,0
8436,29,71.98,3,Monthly,1
8437,6,35.7,2,Annual,0
8438,37,89.53,3,Annual,0
8439,1,91.99,2,Annual,0
8440,51,49.02,1,Monthly,0
8441,1,70.92,2,Monthly,0
8442,27,67.54,4,Annual,0
8443,21,96.2,6,Monthly,0
8444,53,49.02,1,Annual,1
8445,16,82.14,1,Monthly,0
8446,44,33.21,2,Monthly,0
8447,59,87.59,5,Annual,0
8448,54,82.5,1,Annual,0
8449,40,69.78,0,Annual,0
8450,26,108.57,2,Monthly,0
8451,16,27.54,3,Monthly,0
8452,28,79.64,3,Monthly,0
8453,1,103.95,3,Monthly,0
8454,36,82.58,5,Annual,0
8455,10,107.32,0,Annual,1
8456,43,70.99,1,Monthly,0
8457,17,76.66,3,Monthly,0
8458,57,104.67,2,Monthly,0
8459,59,97.89,4,Annual,0
8460,23,127.99,2,Annual,0
8461,7,82.06,3,Annual,0
8462,44,84.0,2,Monthly,1
8463,53,70.77,5,Monthly,0
8464,7,75.92,3,Monthly,0
8465,44,101.56,0,Annual,0
8466,15,79.99,0,Annual,0
8467,34,63.85,2,Annual,0
8468,46,72.48,6,Monthly,0
8469,45,78.19,4,Annual,0
8470,4,65.15,5,Monthly,1
8471,14,70.84,3,Monthly,0
8472,14,60.0,3,Monthly,0
8473,16,71.55,2,Monthly,0
8474,7,103.32,2,Annual,0
8475,32,80.97,0,Monthly,0
8476,19,129.23,4,Monthly,0
8477,2,64.72,1,Annual,0
8478,10,89.71,2,Monthly,0
8479,50,84.44,3,Monthly,0
8480,17,93.01,1,Monthly,0
8481,37,67.88,4,Monthly,0
8482,12,72.63,1,Monthly,0
8483,6,88.15,1,Monthly,0
8484,22,69.91,3,Annual,0
8485,32,44.53,2,Annual,0
8486,41,106.21,2,Annual,0
8487,20,97.76,4,Monthly,1
8488,1,71.66,2,Annual,0
8489,54,84.37,2,Annual,1
8490,47,100.14,4,Monthly,0
8491,53,106.88,2,Annual,1
8492,58,82.09,4,Monthly,0
8493,6,68.29,3,Annual,1
8494,19,109.29,2,Annual,0
8495,18,81.89,1,Monthly,0
8496,6,77.06,3,Monthly,1
8497,45,85.26,4,Annual,0
8498,33,103.09,1,Annual,0
8499,23,79.22,2,Annual,0
8500,23,99.72,1,Annual,0
8501,26,75.83,2,Annual,0
8502,13,92.18,4,Annual,1
8503,7,61.04,6,Annual,1
8504,15,101.39,1,Monthly,0
8505,44,66.48,1,Annual,0
8506,27,89.19,3,Monthly,0
8507,26,50.27,3,Monthly,0
8508,33,80.5,1,Monthly,0
8509,15,83.76,1,Annual,1
8510,36,66.37,3,Monthly,0
8511,45,77.8,1,Monthly,0
8512,55,85.24,1,Annual,0
8513,27,91.27,1,Annual,0
8514,57,82.0,1,Annual,0
8515,5,106.65,1,Annual,0
8516,2,103.17,2,Annual,0
8517,55,79.39,4,Annual,0
8518,58,53.39,0,Annual,0
8519,33,70.26,3,Monthly,0
8520,16,35.42,3,Monthly,0
8521,23,76.34,0,Monthly,0
8522,38,108.04,5,Annual,0
8523,55,95.82,1,Monthly,0
8524,16,81.67,4,Annual,0
8525,14,65.45,2,Monthly,0
8526,29,82.45,2,Annual,0
8527,26,122.62,0,Annual,0
8528,35,109.75,1,Annual,0
8529,15,76.99,1,Monthly,1
8530,3,50.36,0,Monthly,0
8531,23,124.16,3,Monthly,0
8532,29,65.42,2,Monthly,0
8533,34,90.6,2,Annual,1
8534,33,48.83,1,Annual,0
8535,41,73.54,3,Monthly,0
8536,41,48.74,4,Annual,1
8537,23,56.76,2,Annual,0
8538,7,61.51,3,Annual,0
8539,3,89.54,5,Monthly,1
8540,58,78.08,4,Annual,0
8541,32,134.25,3,Monthly,0
8542,31,102.68,0,Annual,0
8543,18,103.11,4,Monthly,0
8544,43,90.07,1,Annual,0
8545,7,85.52,3,Monthly,1
8546,41,103.78,0,Annual,0
8547,1,32.38,1,Monthly,0
8548,14,67.56,2,Monthly,0
8549,52,52.79,3,Annual,0
8550,32,42.31,5,Annual,0
8551,6,64.63,1,Monthly,0
8552,39,57.04,3,Monthly,0
8553,10,103.88,4,Monthly,1
8554,7,81.83,2,Annual,1
8555,26,39.8,0,Monthly,0
8556,34,86.28,4,Annual,0
8557,30,59.76,0,Monthly,0
8558,36,81.25,1,Monthly,0
8559,21,87.87,2,Annual,0
8560,17,64.99,0,Annual,0
8561,33,84.35,3,Annual,0
8562,10,88.04,2,Monthly,0
8563,51,76.71,2,Annual,0
8564,47,65.61,1,Monthly,0
8565,42,80.06,2,Monthly,0
8566,51,77.21,1,Monthly,0
8567,12,86.33,1,Annual,0
8568,56,74.72,1,Annual,0
8569,16,56.16,2,Monthly,1
8570,41,76.62,1,Monthly,0
8571,32,86.53,2,Monthly,1
8572,15,83.7,0,Annual,0
8573,27,77.78,2,Monthly,0
8574,28,70.27,1,Monthly,1
8575,17,69.23,0,Monthly,0
8576,46,71.31,0,Annual,0
8577,59,101.52,3,Annual,0
8578,50,61.04,1,Monthly,1
8579,58,81.82,2,Annual,0
8580,2,54.84,1,Monthly,0
8581,36,95.29,4,Monthly,0
8582,50,69.28,3,Monthly,0
8583,7,63.49,3,Annual,0
8584,13,84.31,1,Annual,0
8585,15,30.79,2,Monthly,0
8586,25,54.01,2,Monthly,0
8587,23,87.22,1,Monthly,0
8588,22,100.29,2,Annual,0
8589,26,89.02,3,Annual,0
8590,33,82.79,3,Annual,0
8591,11,128.21,1,Monthly,0
8592,10,89.83,3,Monthly,0
8593,25,59.11,0,Monthly,0
8594,37,100.49,1,Annual,0
8595,48,67.18,2,Annual,1
8596,43,65.84,0,Monthly,0
8597,53,52.38,1,Annual,0
8598,38,71.77,1,Monthly,1
8599,41,55.41,1,Annual,0
8600,45,91.15,2,Annual,0
8601,24,77.49,3,Annual,0
8602,40,52.78,3,Monthly,1
8603,46,78.38,3,Monthly,0
8604,56,99.88,2,Monthly,0
8605,33,112.45,0,Monthly,0
8606,17,44.21,2,Monthly,0
8607,24,64.43,2,Annual,1
8608,37,54.21,1,Monthly,1
8609,57,87.07,1,Monthly,0
8610,2,51.82,3,Annual,0
8611,32,101.18,1,Monthly,0
